Company Name,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03
20 Microns Ltd.,1136214310,1148049870,1227517240,1066891710,1148049870,1028003420,1053365350,1033075810,1034766600,1322201770,1219063270,1203846110,1146359080,1164053140,1146601060,1016251260,926270680,885691200,1065652360,965085830,1287957320,963321500,920977700,993315030,1118582110,1007429630,1048009110,1033894510,1347944380,1286193000,1434396310,1259728120,1162690240,1367351950,1272078400,1235027570,1549077440,1314422200,1335594100,1360294650,1321479500,1471447130,1813726200,2057203070,2057203070,1861362980,1781968350,1732567250,1679637500,1517319590,1256199470,1471447130,1737860220,1497912010,1510262290,1510262290,1489090380,1307364900,1289721650,1347944380,1309129220,1432631980,1307364900,1192683770,1190919440,1413224410,1353237350,1183862140,1242084870,1231498920,1100938860,901570130,1025072880,922742030,1143282660,1009193960,1092117240,996843680,1002136660,1132696710,1418517380,1293250300,1286193000,1240320550,1347944380,2261864780,2122483100,2346552380,1900178130,2159533920,2066024690,2050145770,2238928550,3228714930,2512398940,2605908170,2858206660,2831741790,2420654040,3179313830,3869164940,3449255570,3138734350,3290466310,3212836010,2840563410,2374781580,2621787100,2948187240,3255179810,3327517140,4114406130,4077355310,4708983690,5035383840,6478601770,6217481650,5963418840,5275332050,5070670340,6060456720,6145144320,7790201050,9598634270,11168177880,10577128970,9393266830,8241162540,8309265490,7191036240,6071748400,6741133340
3I Infotech Ltd.,4037142860,5153799400,6282086970,5080910450,4790572710,4674437610,4238931000,4558302520,5538852200,5167353890,4750876170,3501755490,3667666340,1761116850,3215281790,2327567410,1960056760,1960056760,2392207820,2512778940,3085504930,2958267610,2531175520,2659336300,2723416690,2435054930,3268100030,3271349720,3367565890,5168568460,5977561790,4898904020,5918075880,6472122280,5894254220,5977439590,6584159870,5669189670,5465487050,5336887350,5272612710,5132387520,5065733130,5132387520,10673215720,9828077150,9434365000,8157558800,7996834360,7673729940,6866067010,5815962640,5815962640,5494098410,5413302840,6059667360,5819921500,5415760290,5415760290,6224082720,6062418230,5658257020,5334928040,3637450940,2829128510,3233289720,3233289720,3152457480,3152457480,3637450940,3152457480,2101651330,2586647790,2586647790,4364968140,3879971680,5981623000,5334961060,4849964600,5496626540,10427423890,10750754860,9942427430,12044078750,12852406180,14145730080,15924050430,15034890250,13660733620,,6377703460,16067354310,15658537940,13032991400,8636937590,8607061170,9714764890,7905630540,7004775940,7248932790,7476475020,7383861030,7392370040,7148202920,6861938020,6392530140,5398698050,4624392850,5534109480,5239293910,5685728920,5862618260,5522830380,6821327900,6138351930,7847614440,8261090900,10394548740,8224443920,6684618260,6591541300,5898844890,6171359680,6262633890,5944252290,5436091470,4736791610,4860551740,4757694140,4813647060,4025058680,3587616170
3M India Ltd.,42285130010,49521810970,50702953560,55236580980,66576000450,70937835550,69841180990,70999793440,72660264750,76745542390,88323218080,89391709970,89655875860,89963412270,93852677690,97871491410,1.21538E+11,1.2333E+11,1.31521E+11,1.29006E+11,1.28394E+11,1.11312E+11,1.16956E+11,1.20817E+11,1.50094E+11,1.39858E+11,1.44456E+11,1.64691E+11,1.45103E+11,1.45138E+11,1.49784E+11,1.27222E+11,1.25303E+11,1.34702E+11,1.25772E+11,1.30309E+11,1.29545E+11,1.55854E+11,1.4911E+11,1.50707E+11,1.6609E+11,1.61106E+11,1.59855E+11,1.73946E+11,2.15461E+11,2.1174E+11,2.33383E+11,2.18687E+11,2.31205E+11,2.2016E+11,2.21213E+11,2.63838E+11,2.92272E+11,2.54231E+11,2.2353E+11,2.43709E+11,2.34588E+11,2.27009E+11,2.57928E+11,2.733E+11,2.58271E+11,2.56188E+11,2.61528E+11,2.37782E+11,2.27931E+11,2.32861E+11,2.53331E+11,2.50555E+11,2.39999E+11,2.58885E+11,2.31782E+11,2.12098E+11,2.18545E+11,2.06141E+11,2.1173E+11,2.37445E+11,2.2828E+11,2.06231E+11,2.10379E+11,2.46332E+11,2.34658E+11,2.15856E+11,2.57213E+11,3.42871E+11,2.87687E+11,2.87667E+11,2.74097E+11,2.77807E+11,2.74771E+11,2.7974E+11,2.86141E+11,2.82014E+11,2.85691E+11,2.81513E+11,2.38914E+11,2.21891E+11,2.24902E+11,2.27485E+11,2.46187E+11,2.56199E+11,2.62638E+11,2.77192E+11,2.62344E+11,2.63079E+11,2.47191E+11,2.62803E+11,2.57844E+11,2.58689E+11,2.54007E+11,2.83355E+11,3.043E+11,3.25815E+11,3.50947E+11,3.58295E+11,3.35279E+11,3.49643E+11,4.2029E+11,3.87612E+11,3.6023E+11,3.51395E+11,3.43225E+11,3.76084E+11,4.14603E+11,4.42557E+11,4.01754E+11,3.81142E+11,4.06079E+11,3.63246E+11,3.42381E+11,3.36738E+11,2.96241E+11,3.25438E+11
63 Moons Technologies Ltd.,14526258790,12109439520,11641742370,14735916130,11699340540,10287033390,8043008630,8471539030,9379286210,9289433060,8220411000,8833255540,7980802610,7499281900,7029280820,6840358820,5460306630,5133149020,5137756880,4741481460,5358933850,4826726750,3368341050,3582606250,3951234550,3626380860,3981185600,3840646060,3515792370,3704714370,3757704690,3395988180,3310742880,3704714370,3654027980,3474321690,3520400230,3154075860,2889124270,2960546000,2769320070,3603341590,6706731060,6179131810,5464914490,4829030680,4301431430,3985793450,4165499740,3587214110,3601037670,3315350740,3674763330,3204762250,3467409910,4610157630,4552559460,4071038740,3665547620,3736969350,5773640690,5948739130,5160796140,4395892430,5073246920,5759817120,5584718680,4831334600,4690795070,4748393240,4087166230,2121916630,2714025830,2525103830,3485841320,3227801520,3725449720,3149468000,3571086620,4375157090,3769224330,3538831640,3723145790,3195546540,3918979570,4047999480,4216186140,4644716530,4271480380,4276088230,4206970430,4847462090,10512818220,12035713860,9789385190,12429685360,10181052750,8386293730,7720458870,8374774100,8360950540,7420948380,7273497070,7020065110,7722762800,7589135040,9420756890,8052224340,7851782700,7828743440,11227035540,11061152810,15240476110,12915813920,12109439520,22670640200,21723726270,19465877960,21857354030,17583569720,19857545520,15298074280,16915430930,18095041480,15063073750,17910727330,26391482070,30552373960,41673428860,34685618730,31849484770,37512536970
A 2 Z Infra Engg. Ltd.,745485820,1172007570,1342616260,2466408330,1965708890,1769138000,1698669190,1413085070,1483778450,1388608990,1695746800,1323720720,1354001910,1630765410,1625329530,3152813130,2489635190,2878716360,2932025930,3378153300,3298160600,2933774780,2204866750,2525190200,3280209380,3159660100,5228031980,5170929680,4941648430,4595099190,5807064700,5521896350,5456660750,5443559530,5305996650,6290806950,6972069460,5868262470,6056859290,5897277370,5360501810,5297855250,5363350720,5967364430,5930978070,5523450740,6164195030,4649564250,4711206200,4130010670,3654487050,3989114780,3636875070,2210304220,2148662270,2412842050,2298364150,1822840530,2958813610,2923589640,3161351450,2765081770,2166274250,1822840530,1681944640,1822840530,1576272730,1558660740,1329704930,1303286950,792539360,554777550,669255460,704479430,968659220,704479430,880599290,713285420,669255460,713285420,854181310,801345350,739703400,660449470,642837480,827763330,1012689180,924629250,810151350,739703400,871793300,1012689180,1673138650,2175080250,1646720670,1699556630,2395230070,2183886240,1761198580,2095826310,2183886240,1814034540,1778810570,1902094470,1752392590,1558660740,1232839010,1162391060,1144779080,1400152870,1268062980,1215227020,1990154400,1699556630,1699556630,1893288470,2060602340,2439260030,2835529710,2377618080,2597767910,3222993400,3867592080,3610457090,3129649880,3177202240,2986992790,3006365980,4255055770,3515352370,2773887760,2407558460
A B B India Ltd.,1.78957E+11,1.91894E+11,2.3757E+11,2.20416E+11,2.08867E+11,2.43769E+11,2.47668E+11,2.35918E+11,2.73002E+11,2.72069E+11,2.96576E+11,2.67026E+11,2.83078E+11,2.83131E+11,2.8063E+11,2.93832E+11,2.60128E+11,2.2457E+11,2.62353E+11,2.47933E+11,2.36172E+11,2.05784E+11,2.14727E+11,2.71698E+11,2.74909E+11,2.62131E+11,2.59365E+11,2.68001E+11,2.45485E+11,2.41978E+11,2.32908E+11,2.24856E+11,2.21179E+11,2.32209E+11,2.53909E+11,2.71222E+11,2.98706E+11,3.09301E+11,3.07405E+11,3.01122E+11,2.84021E+11,2.96439E+11,2.93673E+11,2.96417E+11,2.97286E+11,3.50327E+11,3.24591E+11,2.74347E+11,2.87878E+11,2.61039E+11,2.49734E+11,2.58179E+11,2.77261E+11,2.98748E+11,2.71063E+11,2.98515E+11,2.83269E+11,2.69611E+11,2.60022E+11,2.78871E+11,3.13476E+11,3.32548E+11,3.39573E+11,2.88852E+11,2.83629E+11,3.21115E+11,3.0909E+11,3.06801E+11,2.72355E+11,2.77748E+11,2.51111E+11,1.98219E+11,1.90834E+11,1.57713E+11,1.99438E+11,1.89647E+11,2.01472E+11,1.82135E+11,1.89383E+11,2.27537E+11,2.56844E+11,2.94192E+11,3.23828E+11,2.98801E+11,2.92698E+11,3.53643E+11,3.83173E+11,3.60064E+11,4.01725E+11,3.96396E+11,4.49225E+11,4.36923E+11,4.73319E+11,4.87612E+11,4.57606E+11,4.57288E+11,4.44277E+11,5.14355E+11,4.8758E+11,5.79813E+11,6.91404E+11,6.54458E+11,6.46268E+11,6.35873E+11,5.6855E+11,6.01714E+11,6.81783E+11,7.13103E+11,7.24292E+11,8.74313E+11,9.37271E+11,9.64776E+11,9.28487E+11,8.68453E+11,8.70795E+11,9.36582E+11,9.9064E+11,9.89951E+11,1.15383E+12,1.34792E+12,1.38604E+12,1.76264E+12,1.79929E+12,1.67341E+12,1.68172E+12,1.70692E+12,1.57436E+12,1.57263E+12,1.46476E+12,1.24489E+12,1.04585E+12,1.1753E+12
A C C Ltd.,2.42755E+11,2.51016E+11,2.75845E+11,2.62074E+11,2.80219E+11,2.62759E+11,2.81477E+11,2.7699E+11,2.62872E+11,2.92967E+11,3.15055E+11,2.93399E+11,2.69171E+11,2.83946E+11,2.71208E+11,2.60478E+11,2.50612E+11,2.52846E+11,2.59013E+11,2.52377E+11,2.55456E+11,2.32814E+11,2.24149E+11,2.59445E+11,2.70945E+11,2.87136E+11,3.03474E+11,3.17116E+11,3.21079E+11,3.00431E+11,2.85014E+11,2.52086E+11,2.49954E+11,2.65437E+11,2.65062E+11,2.7155E+11,3.05445E+11,3.07417E+11,2.9446E+11,3.25473E+11,3.38064E+11,3.11145E+11,3.39801E+11,3.1321E+11,3.30205E+11,3.22102E+11,3.04788E+11,2.83089E+11,2.98047E+11,2.54377E+11,2.51616E+11,2.87268E+11,3.07736E+11,2.91512E+11,2.5817E+11,2.78958E+11,2.83202E+11,2.67287E+11,2.6709E+11,3.1291E+11,3.06478E+11,3.16609E+11,2.93352E+11,2.93023E+11,2.85408E+11,3.0199E+11,2.9446E+11,2.8584E+11,2.71475E+11,2.82545E+11,2.48039E+11,1.81872E+11,2.2142E+11,2.38527E+11,2.5018E+11,2.67681E+11,2.48217E+11,2.61672E+11,3.09661E+11,3.20187E+11,3.03774E+11,3.01183E+11,3.25473E+11,3.57406E+11,3.53556E+11,3.72955E+11,3.78354E+11,4.49581E+11,4.53168E+11,4.23366E+11,4.38183E+11,4.29357E+11,4.1609E+11,4.29235E+11,3.92316E+11,4.03996E+11,4.37338E+11,4.12832E+11,3.98475E+11,4.18277E+11,4.31854E+11,4.53628E+11,4.48868E+11,4.81346E+11,4.58501E+11,3.69622E+11,3.25191E+11,3.13079E+11,3.31041E+11,3.33736E+11,3.4059E+11,3.78936E+11,3.76654E+11,3.77875E+11,3.5458E+11,3.52204E+11,4.15245E+11,4.77787E+11,4.93749E+11,4.6791E+11,4.7544E+11,4.78181E+11,4.91824E+11,4.86491E+11,4.37385E+11,4.71994E+11,4.35742E+11,4.17367E+11,3.85433E+11,3.77011E+11,3.41501E+11,3.64805E+11
A D F Foods Ltd.,968000000,1133000000,1328800000,1222100000,1345300000,1536700000,1546600000,1357400000,1540000000,1549900000,1420100000,1296900000,1430000000,1521300000,1413500000,1815000000,1640100000,2051500000,1970100000,2106500000,2048200000,1966800000,1491600000,1848000000,1947000000,1876600000,2004200000,2629000000,2715651310,2653379990,3880927440,3271385430,2974564980,3189759810,3062551040,3675273260,4611317770,5807080170,5255842180,5164675900,4996124280,5022626110,5072449540,6742064600,6648778170,5739235490,5159375530,4295416000,5142414370,5590825270,4833933110,5142668820,5412546650,4338923210,4060607410,5397123910,5399126180,4851504810,4651277620,4798444610,4932596830,5868658940,5461196610,5019695650,5130821740,5525269310,5790570330,6013823650,6143971330,5837623720,5294006900,3403862230,4128684660,5469205690,5855644170,6732639260,7013958470,8362488590,8289405670,9206446200,12882617400,12779500400,16496718180,17891300560,18910456960,19955642890,18104542520,18128569780,16056218370,17673052930,16899174840,16218402390,16163339910,17323656480,14715697330,16316959940,16654222370,17632008360,15871993570,15360029220,15942306270,16119186660,15625899120,18195608600,17137622180,16764085960,16067550770,16343308390,16401536100,19449152220,20570859530,24104072740,24008491420,22994450430,26142042430,23483343430,21989198540,23521795690,20896055770,20319271900,24971995140,23554754770,26572707720,25648754890,29574181140,29047934520,32827242190,36546124880,32514130940,29718102450,25845410720,25859692990
A G I Greenpac Ltd.,9873936050,13982021820,17109318620,16102111100,20500801010,23558749100,24764095810,24017771540,23073308090,26342604650,28106043390,32576755590,27989549320,25553160810,25314582710,21808207550,19021181520,19426041340,20235760960,23062550000,21667229580,19820056690,17394512640,20120086730,21515407150,20206842400,19877893810,22636001270,25101308340,24580774300,25278434510,21240680850,19910427180,20875584060,22480564030,25292893790,24609692860,24562700200,26427947190,27360570690,28188364410,28116068020,30700664140,37095280270,36527753570,31358561330,31788724880,26836421820,27291889110,24667529970,24251825700,23901188190,23044475910,18493417840,17184853090,14918361110,16975193550,17904202220,16136555360,18110246950,19545330390,20528561360,18572943880,16010036670,3253337770,2953307740,3470226960,3383471290,3513604800,3853397850,3759412540,2917159540,3867857130,3535293720,3791945920,3979916540,4518524690,5765318500,5349766020,6700203560,7679579120,8737381300,11279988380,9937517720,9908403900,15569424740,16400786080,16125822210,14152552090,15013027260,15397976680,13524987500,13628503310,19936497960,18341707510,19143955040,20654638880,14799525900,13152977560,18351412120,20331151980,21608925250,21288673220,19156894510,21162513330,21126929770,22382058960,20949011970,26765306520,37006901930,37349798050,39927988680,47633446760,57959148770,57244242710,61905689010,53446506440,51638214650,53016268860,47002647300,53931736800,42172987800,45563130570,51722321240,61194017820,62138599580,60896409870,62064197590,72496650280,51169158630,41141064580,48231897540
A I A Engineering Ltd.,56927059310,71244891480,73230335270,73541592490,82865161060,88689443910,88628135670,1.1401E+11,1.02097E+11,1.07289E+11,1.07035E+11,1.18141E+11,1.08525E+11,95961544440,95008908700,93806323980,86505927350,93537510930,90467382890,83365059020,84195078280,77521912100,76121254610,88642283730,93462054630,88774332240,97032080640,97055660730,1.20876E+11,1.21621E+11,1.22381E+11,1.25894E+11,1.22249E+11,1.27743E+11,1.39684E+11,1.49767E+11,1.42141E+11,1.38844E+11,1.31605E+11,1.36793E+11,1.23663E+11,1.25323E+11,1.29841E+11,1.38986E+11,1.4623E+11,1.44862E+11,1.35784E+11,1.35953E+11,1.36184E+11,1.45466E+11,1.4149E+11,1.55629E+11,1.65886E+11,1.67711E+11,1.61561E+11,1.6033E+11,1.58189E+11,1.51592E+11,1.61797E+11,1.69409E+11,1.71163E+11,1.68683E+11,1.69168E+11,1.60821E+11,1.44749E+11,1.68272E+11,1.63481E+11,1.55086E+11,1.55581E+11,1.67532E+11,1.68706E+11,1.31412E+11,1.51681E+11,1.56935E+11,1.51568E+11,1.5602E+11,1.69932E+11,1.74356E+11,1.60269E+11,1.75092E+11,1.86221E+11,1.84316E+11,1.71592E+11,1.93611E+11,1.75695E+11,1.81722E+11,2.0186E+11,1.88707E+11,1.90669E+11,1.84425E+11,1.80873E+11,1.78987E+11,1.7661E+11,1.78171E+11,1.53195E+11,1.53054E+11,1.82736E+11,2.14838E+11,2.0975E+11,2.26237E+11,2.45945E+11,2.36669E+11,2.52944E+11,2.54674E+11,2.41927E+11,2.59141E+11,2.5001E+11,2.73821E+11,2.56434E+11,2.89064E+11,3.01868E+11,3.26193E+11,3.48528E+11,3.31319E+11,3.31588E+11,3.38766E+11,3.47995E+11,3.87407E+11,3.43845E+11,3.69288E+11,3.58153E+11,3.4675E+11,3.94122E+11,4.35887E+11,4.0513E+11,4.04674E+11,3.5646E+11,3.26551E+11,3.17537E+11,3.43475E+11,2.93143E+11,3.12782E+11
A M D Industries Ltd.,268334490,410168430,450418600,438918550,460960310,519418900,506002170,463835330,448501930,458085300,421668480,399626720,438918550,440835230,421668480,502168820,490668770,492585450,491627110,467668680,598960910,543377330,469585350,617169320,585544180,497377140,520377240,502168820,512710540,527085600,683294600,563502420,568294110,574044130,543377330,562544080,576919140,586502520,512710540,557752400,626752690,644961100,711086390,926712310,878795440,778170010,666044530,516543890,552002370,473418700,413043440,437960210,509835520,379501630,401543390,375668280,405376740,421668480,417835130,391960020,378543290,367043240,341168130,272167840,322959720,313376350,295167930,313376350,297084610,333501430,297084610,202209200,253959420,322959720,298042950,264501140,327751410,321043050,302834630,295167930,374709940,356501530,498335470,335418110,345959820,407293420,529002270,603752590,548169020,512710540,657419490,546252350,850045320,946837400,891253830,878795440,966962490,968879160,820336860,877837100,1608090240,1477756350,1376172580,884545470,1142338240,1042671150,949712410,851003660,1049379510,1306213940,1305255610,1334964070,1078129630,1053212860,1306213940,1524714880,1528548230,1462422950,1155754960,1125088170,1328255710,1149046600,1340522430,1446706210,1499989780,1354130820,1222455250,1160163320,1148279930,1125088170,843145290,867295390
A P L Apollo Tubes Ltd.,4842422200,5997946950,7260117500,7737093740,7553100450,6827674670,7289415800,7548412720,8006638060,8428533510,8305480670,9384829850,10208697910,10138382000,8907853610,10348157790,10116115300,11720489930,11991206180,13657693200,17576633140,15916005780,13183060820,15728496690,18580978690,20684596270,22161230340,21916296590,22794073510,20502029890,20972649490,21804195410,21591885810,24685708410,25551459760,27705222650,34637130930,33539018520,36543199290,37544592880,37084588760,39966101760,44238288970,46981454430,47074000670,50862464040,48714916680,47146376570,52067938130,44457789670,39308421980,38443470590,38793485210,30041933130,28708318090,30644670180,27648782300,26347202490,28474260400,34242972900,38531430370,39306230040,36403459440,33778355690,32137817420,33037506560,35961066070,38757859130,46693263490,48920127070,48329529530,31002957550,35531605180,37746190970,38619093390,45783856610,59898178270,72704838010,78410824030,84301274240,1.10184E+11,1.13136E+11,1.33856E+11,1.74961E+11,1.62646E+11,1.62508E+11,2.03493E+11,2.18081E+11,2.0734E+11,2.05279E+11,1.99859E+11,2.31097E+11,2.50055E+11,2.16166E+11,2.1264E+11,2.28907E+11,2.56112E+11,2.34563E+11,2.12726E+11,2.39206E+11,2.37128E+11,2.59804E+11,2.7004E+11,3.10522E+11,3.02845E+11,3.17169E+11,3.29816E+11,3.34281E+11,3.31424E+11,3.14854E+11,3.62E+11,4.42051E+11,4.64723E+11,4.50663E+11,4.34106E+11,4.68343E+11,4.265E+11,4.17217E+11,4.29483E+11,4.15163E+11,4.32175E+11,4.17647E+11,4.31634E+11,4.12263E+11,4.05769E+11,4.39641E+11,4.21962E+11,4.20838E+11,4.35228E+11,4.18937E+11,3.99344E+11,4.23294E+11
A R S S Infrastructure Projects Ltd.,396314240,633063760,959614820,797081450,681304260,570722190,630095110,593729200,555136800,738450690,693921000,513575760,492053070,488342270,392603430,451234190,391861270,483147140,495763880,599666490,709506390,563300580,448265550,490568750,655328600,618962690,1192653530,1292103170,1346280960,1221597830,1246089160,1050158520,951451040,1039768260,957388330,1011566120,1200817310,967778600,961099140,949966720,871297600,1111886540,1141445890,1521169930,1331307910,1169868350,1114160330,987964620,970911150,811745390,629841660,587776420,604829900,566175350,525247010,686686570,774227740,691234170,801513300,936804200,1181237330,940214890,856084420,627567860,467265200,520699420,559353960,594597810,495687660,460443810,321742220,227379660,309236340,261486610,369491950,292182860,350164680,309236340,283087680,386545420,613925080,568449150,516151830,428610660,575270540,683275880,704876950,716245930,696918660,634389250,595734710,626430960,758311170,801513300,623020270,541163590,636663050,547984980,502509050,471812790,477497290,486592470,458170010,479771080,459306910,462717610,464991400,588913320,505919740,392229910,451348630,421789270,439979640,454759320,429747560,542300490,443390340,507056640,444527240,404735790,502509050,604829900,492731720,438387980,434522530,493186480,408601250,429974940,569586050,678046150,606194170,841077360
A V T Natural Products Ltd.,4545677400,4979686800,6167502000,6319786000,7378159800,7423845000,6289329200,6076131600,5794406200,5170041800,4880702200,4088825400,4842631200,4568520000,4934001600,5459381400,4743646600,4675118800,4766489200,5398467800,5642122200,5116742400,4027911800,4256337800,5071057200,4378165000,4819788600,5208112800,4591362600,5748721000,5634508000,4979686800,4621819400,5192884400,5779177800,5969532800,7553286400,6243644000,6129431000,6228415600,5999989600,6038060600,6449227400,7340088800,9053283800,6974607200,6129431000,5581208600,5703035800,5337554200,4835017000,5055828800,4941615800,4096439600,4088825400,4111668000,4081211200,3548217200,3799485800,4058368600,3624359200,3708115400,3730958000,3152278800,3243649200,3494917800,3868013600,4477149600,4720804000,5223341200,5451767200,3601516600,4835017000,5946690200,6022832200,5748721000,6624354000,6906079400,6631968200,7081206000,7408616600,6548212000,6738567000,6852780000,7233490000,9761404400,10751250400,11946679800,11208102400,12479673800,12654800400,11299472800,11809624200,12692871400,14010128000,19865447800,17192863600,14444137400,14352767000,13972057000,16088804600,15144643800,16888295600,16416215200,16248702800,14946674600,13050738800,12091349600,13058353000,13286779000,14010128000,13005053600,12494902200,12357846600,12670028800,13568504400,13956828600,14032970600,15357841400,12791856000,13286779000,12761399200,13009622120,13467996960,13920280440,13263936400,12702008440,12083735400,11450233960,11486782120,8514198440,8220290320
Aarti Drugs Ltd.,4331228330,4857950260,6407239230,7561789470,8980306110,9341140900,8744189380,9615399550,10341912550,14581115910,15307628910,15739904150,15942116930,16143118860,15306418050,17272846570,13757734510,14570218210,13456231610,14114936730,14416439630,12750303150,11184667630,10952183470,11395356400,11214939010,11382037000,12818111030,11800992830,15037608250,16382868150,15646668310,14449052610,14778280600,14322609980,13739303890,13554411360,11545643550,12504698970,13499540030,12313842160,12442670500,12830348380,13177469180,15299558230,14909494650,14323802840,11932542600,13529050770,12254438260,13065662500,13193005850,13086886400,12952468420,13947633050,13039722200,13598617960,13888677800,13899289740,15028872330,14626797520,13262360000,12365310000,10770425000,10844985000,10574705000,12534235000,12116000000,13497690000,14317850000,16145735000,11703590000,16664160000,22653425000,29603815000,40547825000,63193095000,71885160000,63464540000,66642660000,65719980000,62760880000,58799880000,64708760000,66167340000,67352610000,65514500000,61801240000,57055490000,56235980000,54221930000,46925050000,50457740000,46619470000,42197820000,39734660000,42707120000,39405930000,37396510000,38790140000,39956900000,43406250000,44383180000,41938540000,42605260000,37132600000,33919380000,31275650000,38970710000,40447680000,43068260000,55059960000,52623594000,49879334250,43158885750,44836699500,44974602000,48417567750,45746856000,39927370500,46385804250,43843801500,46385804250,46914430500,53579718000,46839764000,44188370500,42057216000,42020708000,37000858000,32067714500,31059181000
Aarti Industries Ltd.,11627658920,14342994130,17961964540,19051642290,24867686540,24690503170,27024894120,25501117100,22338393880,25217623700,25567560870,31077963800,27786782630,28141149380,30138891920,37013606830,37549586530,45847040750,42660036100,41339408030,43584892350,41051952700,35494483160,42947491420,44330609780,43272440910,43372425370,46242812560,51616977270,51712795710,63156850310,60398945640,56248356340,58987071110,63507798190,62867259210,72085272200,72290573150,75287967130,79825118300,71292810500,73329396000,78285361110,74860941140,93116302280,86780714740,96331315280,93234840000,1.09222E+11,1.01178E+11,99917700000,99551850000,1.11788E+11,94486860000,1.05548E+11,1.16739E+11,1.17373E+11,1.32165E+11,1.13015E+11,1.36733E+11,1.40633E+11,1.61997E+11,1.54101E+11,1.45137E+11,1.38647E+11,1.3951E+11,1.52717E+11,1.46993E+11,1.44745E+11,1.71638E+11,1.70062E+11,1.33594E+11,1.92076E+11,1.70079E+11,1.62282E+11,1.72562E+11,1.82545E+11,1.76839E+11,1.7433E+11,2.01293E+11,2.15145E+11,2.01981E+11,2.1518E+11,2.29545E+11,2.7962E+11,2.92261E+11,3.16013E+11,3.38869E+11,3.40065E+11,3.37074E+11,3.4949E+11,3.39775E+11,3.64172E+11,3.57755E+11,3.35733E+11,3.46789E+11,3.21885E+11,2.75775E+11,2.53282E+11,2.82789E+11,3.01132E+11,2.70084E+11,2.53427E+11,2.44545E+11,2.21164E+11,1.95027E+11,1.91819E+11,1.87831E+11,2.03818E+11,1.85711E+11,1.82557E+11,1.69471E+11,1.78279E+11,1.78134E+11,1.6474E+11,2.00954E+11,2.35483E+11,2.38926E+11,2.37785E+11,2.41265E+11,2.68887E+11,2.21726E+11,2.48768E+11,2.71471E+11,2.27316E+11,2.11331E+11,1.85211E+11,1.62517E+11,1.48651E+11,1.61213E+11,1.36307E+11,1.41655E+11
Aban Offshore Ltd.,22360961230,30796637670,33098661310,41860936780,40303305740,33730136800,35481465550,31085428820,28523646020,27234522560,27208532670,24626869730,22908389280,22855860490,17673019800,17532943030,14457090510,13400678160,13105933280,12746986540,13248928320,11147776690,9140009580,10298561240,12884145050,11474622500,12376366740,12887063320,12621501100,11427930240,15601050840,13853009410,13459043480,14206119620,13917211270,13140952470,13097178480,10301479510,10928906730,10768402090,10339416970,10616652250,11716838590,11527151290,11845242300,12315083150,9951287570,9245067160,10213931520,8247020140,6554425770,6431858590,6741194810,4803466080,4348216560,4377399220,4362807890,3919231440,3070015990,3347251270,3128381310,2941612280,2442588770,1660493440,1380339890,1532089730,1561272390,1549599330,1499988800,1485397470,1181897790,817114520,1193570860,1059330610,1943565260,1362830290,1581700250,1383258160,1327811100,1765551020,1669248240,1575863720,2355040780,1718858760,1826834610,2080723760,2658540460,2687723120,2290838930,2486362760,3280131150,2702314450,2871573890,2784025910,2506790620,2693559660,3539856840,2883246960,2585583810,2617684740,3379352200,2962040140,2909511350,2851146030,2827799900,2705232720,2328776390,1940646990,2305430260,2285002400,2334612920,2425079170,2731497120,2819045100,2988304540,2929939210,3055424660,4815139150,4003861160,2903674820,3913394910,3531102040,3824679620,3881293980,4778952650,4382068450,3836352680,3780321970,3699194170,2537724240,2349787900,2154264070
